Date	Time	Close
2008/06/17	12:30	132.80
2008/06/17	13:30	132.51
2008/06/17	14:30	132.96
2008/06/17	15:30	133.76
2008/06/17	16:00	133.97
2008/06/18	09:30	133.80
2008/06/18	10:30	133.40
2008/06/18	11:30	134.21
2008/06/18	12:30	134.05
2008/06/18	13:30	134.95
2008/06/18	14:30	133.87
2008/06/18	15:30	134.16
2008/06/18	16:00	133.70
2008/06/19	09:30	136.72
2008/06/19	10:30	136.34
2008/06/19	11:30	135.91
2008/06/19	12:30	135.36
2008/06/19	13:30	136.11
2008/06/19	14:30	136.03
2008/06/19	15:30	134.65
2008/06/19	16:00	134.66
2008/06/20	09:30	133.18
2008/06/20	10:30	132.85
2008/06/20	11:30	133.34
2008/06/20	12:30	134.60
2008/06/20	13:30	134.26
2008/06/20	14:30	135.01
2008/06/20	15:30	136.21
2008/06/20	16:00	135.60
2008/06/23	09:30	136.55
2008/06/23	10:30	136.53
2008/06/23	11:30	135.95
2008/06/23	12:30	136.17
2008/06/23	13:30	136.17
2008/06/23	14:30	134.89
2008/06/23	15:30	135.62
2008/06/23	16:00	136.09
2008/06/24	09:30	136.92
2008/06/24	10:30	136.82
2008/06/24	11:30	137.09
2008/06/24	12:30	137.18
2008/06/24	13:30	137.27
2008/06/24	14:30	135.92
2008/06/24	15:30	136.89
2008/06/24	16:00	136.19
2008/06/25	09:30	136.96
2008/06/25	10:30	136.82
2008/06/25	11:30	136.40
2008/06/25	12:30	136.66
2008/06/25	13:30	136.29
2008/06/25	14:30	135.94
2008/06/25	15:30	135.40
2008/06/25	16:00	133.00
2008/06/26	09:30	134.10
2008/06/26	10:30	134.48
2008/06/26	11:30	134.92
2008/06/26	12:30	134.81
2008/06/26	13:30	135.30
2008/06/26	14:30	137.28
2008/06/26	15:30	137.25
2008/06/26	16:00	138.15
2008/06/27	09:30	141.46
2008/06/27	10:30	141.48
2008/06/27	11:30	140.74
2008/06/27	12:30	141.76
2008/06/27	13:30	141.20
2008/06/27	14:30	140.50
2008/06/27	15:30	140.69
2008/06/27	16:00	140.84
2008/06/30	09:30	142.05
2008/06/30	10:30	142.68
2008/06/30	11:30	143.19
2008/06/30	12:30	143.11
2008/06/30	13:30	142.57
2008/06/30	14:30	142.53
2008/06/30	15:30	141.88
2008/06/30	16:00	141.89
2008/07/01	09:30	141.61
2008/07/01	10:30	141.99
2008/07/01	11:30	142.63
2008/07/01	12:30	142.01
2008/07/01	13:30	142.64
2008/07/01	14:30	143.07
2008/07/01	15:30	142.45
2008/07/01	16:00	141.80
2008/07/02	09:30	141.67
2008/07/02	10:30	141.90
2008/07/02	11:30	141.59
2008/07/02	12:30	141.39
2008/07/02	13:30	141.17
2008/07/02	14:30	140.74
2008/07/02	15:30	141.36
2008/07/02	16:00	141.95
2008/07/03	09:30	145.92
2008/07/03	10:30	145.91
2008/07/03	11:30	146.22
2008/07/03	12:30	146.07
2008/07/03	13:30	146.00
2008/07/03	14:30	145.22
2008/07/03	15:30	144.84
2008/07/03	16:00	145.21
2008/07/04	09:30	146.30
2008/07/04	10:30	145.96
2008/07/04	11:30	145.42
2008/07/04	12:30	144.90
2008/07/04	13:30	144.86
2008/07/04	14:30	144.98
2008/07/04	15:30	144.99
2008/07/04	16:00	144.88
2008/07/07	09:30	143.90
2008/07/07	10:30	143.40
2008/07/07	11:30	143.28
2008/07/07	12:30	143.39
2008/07/07	13:30	143.85
2008/07/07	14:30	142.00
2008/07/07	15:30	142.68
2008/07/07	16:00	142.42
2008/07/08	09:30	142.15
2008/07/08	10:30	141.40
2008/07/08	11:30	141.14
2008/07/08	12:30	139.67
2008/07/08	13:30	139.39
2008/07/08	14:30	138.19
2008/07/08	15:30	136.94
2008/07/08	16:00	136.73
2008/07/09	09:30	138.75
2008/07/09	10:30	138.30
2008/07/09	11:30	138.58
2008/07/09	12:30	138.49
2008/07/09	13:30	138.50
2008/07/09	14:30	137.90
2008/07/09	15:30	137.37
2008/07/09	16:00	137.34
2008/07/10	09:30	137.31
2008/07/10	10:30	136.71
2008/07/10	11:30	137.04
2008/07/10	12:30	137.17
2008/07/10	13:30	136.58
2008/07/10	14:30	138.26
2008/07/10	15:30	138.40
2008/07/10	16:00	138.13
2008/07/11	09:30	143.70
2008/07/11	10:30	144.18
2008/07/11	11:30	145.37
2008/07/11	12:30	145.71
2008/07/11	13:30	145.96
2008/07/11	14:30	147.29
2008/07/11	15:30	146.99
2008/07/11	16:00	145.55
2008/07/14	09:30	144.45
2008/07/14	10:30	143.95
2008/07/14	11:30	144.51
2008/07/14	12:30	144.59
2008/07/14	13:30	144.60
2008/07/14	14:30	145.86
2008/07/14	15:30	146.47
2008/07/14	16:00	145.44
2008/07/15	09:30	145.47
2008/07/15	10:30	146.55
2008/07/15	11:30	146.60
2008/07/15	12:30	146.59
2008/07/15	13:30	146.43
2008/07/15	14:30	145.72
2008/07/15	15:30	144.62
2008/07/15	16:00	142.58
2008/07/16	09:30	139.33
2008/07/16	10:30	139.67
2008/07/16	11:30	139.16
2008/07/16	12:30	137.62
2008/07/16	13:30	138.29
2008/07/16	14:30	138.63
2008/07/16	15:30	138.33
2008/07/16	16:00	135.04
2008/07/17	09:30	135.85
2008/07/17	10:30	135.42
2008/07/17	11:30	134.84
2008/07/17	12:30	134.67
2008/07/17	13:30	135.95
2008/07/17	14:30	135.65
2008/07/17	15:30	137.06
2008/07/17	16:00	136.77
2008/07/18	09:30	132.70
2008/07/18	10:30	133.17
2008/07/18	11:30	133.54
2008/07/18	12:30	132.45
2008/07/18	13:30	130.85
2008/07/18	14:30	132.34
2008/07/18	15:30	132.31
2008/07/18	16:00	131.54
2008/07/21	09:30	132.28
2008/07/21	10:30	132.17
2008/07/21	11:30	131.89
2008/07/21	12:30	131.67
2008/07/21	13:30	132.47
2008/07/21	14:30	131.37
2008/07/21	15:30	131.39
2008/07/21	16:00	130.76
2008/07/22	09:30	133.51
2008/07/22	10:30	132.91
2008/07/22	11:30	132.62
2008/07/22	12:30	133.17
2008/07/22	13:30	132.47
2008/07/22	14:30	131.39
2008/07/22	15:30	129.20
2008/07/22	16:00	129.23
2008/07/23	09:30	127.71
2008/07/23	10:30	127.24
2008/07/23	11:30	127.21
2008/07/23	12:30	127.37
2008/07/23	13:30	127.10
2008/07/23	14:30	128.10
2008/07/23	15:30	127.47
2008/07/23	16:00	127.63
2008/07/24	09:30	125.13
2008/07/24	10:30	125.57
2008/07/24	11:30	125.95
2008/07/24	12:30	125.26
2008/07/24	13:30	125.71
2008/07/24	14:30	125.70
2008/07/24	15:30	125.47
2008/07/24	16:00	124.64
2008/07/25	09:30	126.90
2008/07/25	10:30	127.12
2008/07/25	11:30	127.06
2008/07/25	12:30	127.02
2008/07/25	13:30	126.77
2008/07/25	14:30	125.41
2008/07/25	15:30	124.42
2008/07/25	16:00	123.86
2008/07/28	09:30	125.48
2008/07/28	10:30	125.88
2008/07/28	11:30	126.24
2008/07/28	12:30	126.16
2008/07/28	13:30	125.73
2008/07/28	14:30	125.19
2008/07/28	15:30	124.81
2008/07/28	16:00	124.90
2008/07/29	09:30	126.40
2008/07/29	10:30	126.11
2008/07/29	11:30	126.38
2008/07/29	12:30	125.07
2008/07/29	13:30	124.84
2008/07/29	14:30	124.96
2008/07/29	15:30	122.70
2008/07/29	16:00	121.68
2008/07/30	09:30	123.14
2008/07/30	10:30	122.57
2008/07/30	11:30	122.46
2008/07/30	12:30	122.30
2008/07/30	13:30	122.75
2008/07/30	14:30	122.58
2008/07/30	15:30	121.80
2008/07/30	16:00	123.28
2008/07/31	09:30	126.25
2008/07/31	10:30	126.43
2008/07/31	11:30	125.95
2008/07/31	12:30	125.95
2008/07/31	13:30	125.55
2008/07/31	14:30	126.55
2008/07/31	15:30	124.36
2008/07/31	16:00	124.09
2008/08/01	09:30	122.90
2008/08/01	10:30	122.46
2008/08/01	11:30	122.83
2008/08/01	12:30	123.15
2008/08/01	13:30	123.16
2008/08/01	14:30	123.25
2008/08/01	15:30	127.27
2008/08/01	16:00	126.05
2008/08/04	09:30	124.84
2008/08/04	10:30	124.57
2008/08/04	11:30	124.48
2008/08/04	12:30	124.40
2008/08/04	13:30	123.40
2008/08/04	14:30	123.64
2008/08/04	15:30	124.84
2008/08/04	16:00	123.21
2008/08/05	09:30	119.22
2008/08/05	10:30	118.13
2008/08/05	11:30	118.80
2008/08/05	12:30	118.12
2008/08/05	13:30	118.48
2008/08/05	14:30	118.71
2008/08/05	15:30	119.77
2008/08/05	16:00	118.83
2008/08/06	09:30	117.99
2008/08/06	10:30	118.00
2008/08/06	11:30	118.27
2008/08/06	12:30	118.11
2008/08/06	13:30	118.04
2008/08/06	14:30	117.80
2008/08/06	15:30	118.43
2008/08/06	16:00	117.94
2008/08/07	09:30	117.28
2008/08/07	10:30	118.36
2008/08/07	11:30	118.36
2008/08/07	12:30	118.88
2008/08/07	13:30	119.26
2008/08/07	14:30	118.79
2008/08/07	15:30	118.12
2008/08/07	16:00	118.39
2008/08/08	09:30	116.38
2008/08/08	10:30	116.12
2008/08/08	11:30	115.90
2008/08/08	12:30	115.50
2008/08/08	13:30	115.77
2008/08/08	14:30	115.90
2008/08/08	15:30	114.30
2008/08/08	16:00	113.97
2008/08/11	09:30	114.51
2008/08/11	10:30	114.42
2008/08/11	11:30	114.19
2008/08/11	12:30	114.19
2008/08/11	13:30	114.24
2008/08/11	14:30	113.98
2008/08/11	15:30	113.72
2008/08/11	16:00	113.44
2008/08/12	09:30	112.72
2008/08/12	10:30	112.48
2008/08/12	11:30	113.13
2008/08/12	12:30	112.65
2008/08/12	13:30	113.42
2008/08/12	14:30	114.59
2008/08/12	15:30	113.96
2008/08/12	16:00	113.95
2008/08/13	09:30	112.94
2008/08/13	10:30	113.10
2008/08/13	11:30	112.75
2008/08/13	12:30	112.95
2008/08/13	13:30	112.86
2008/08/13	14:30	112.95
2008/08/13	15:30	113.28
2008/08/13	16:00	113.23
2008/08/14	09:30	115.89
2008/08/14	10:30	115.55
2008/08/14	11:30	114.57
2008/08/14	12:30	115.03
2008/08/14	13:30	115.05
2008/08/14	14:30	114.26
2008/08/14	15:30	115.08
2008/08/14	16:00	115.02
2008/08/15	09:30	111.72
2008/08/15	10:30	111.99
2008/08/15	11:30	112.18
2008/08/15	12:30	112.47
2008/08/15	13:30	111.85
2008/08/15	14:30	112.00
2008/08/15	15:30	111.60
2008/08/15	16:00	110.56
2008/08/18	09:30	112.80
2008/08/18	10:30	112.93
2008/08/18	11:30	113.03
2008/08/18	12:30	112.58
2008/08/18	13:30	112.37
2008/08/18	14:30	113.37
2008/08/18	15:30	112.90
2008/08/18	16:00	111.86
2008/08/19	09:30	110.88
2008/08/19	10:30	111.14
2008/08/19	11:30	111.04
2008/08/19	12:30	111.01
2008/08/19	13:30	110.93
2008/08/19	14:30	111.62
2008/08/19	15:30	111.54
2008/08/19	16:00	111.16
2008/08/20	09:30	113.54
2008/08/20	10:30	113.12
2008/08/20	11:30	113.68
2008/08/20	12:30	113.79
2008/08/20	13:30	115.07
2008/08/20	14:30	114.66
2008/08/20	15:30	115.34
2008/08/20	16:00	113.55
2008/08/21	09:30	114.85
2008/08/21	10:30	115.12
2008/08/21	11:30	115.80
2008/08/21	12:30	115.73
2008/08/21	13:30	116.87
2008/08/21	14:30	118.50
2008/08/21	15:30	118.05
2008/08/21	16:00	119.93
2008/08/22	09:30	119.47
2008/08/22	10:30	119.20
2008/08/22	11:30	119.50
2008/08/22	12:30	119.24
2008/08/22	13:30	118.95
2008/08/22	14:30	118.77
2008/08/22	15:30	117.82
2008/08/22	16:00	116.94
2008/08/25	09:30	114.44
2008/08/25	10:30	114.84
2008/08/25	11:30	114.73
2008/08/25	12:30	115.05
2008/08/25	13:30	114.67
2008/08/25	14:30	114.24
2008/08/25	15:30	113.61
2008/08/25	16:00	113.85
2008/08/26	09:30	113.87
2008/08/26	10:30	112.72
2008/08/26	11:30	112.46
2008/08/26	12:30	112.16
2008/08/26	13:30	113.26
2008/08/26	14:30	115.17
2008/08/26	15:30	116.25
2008/08/26	16:00	115.18
2008/08/27	09:30	114.82
2008/08/27	10:30	115.65
2008/08/27	11:30	115.76
2008/08/27	12:30	115.51
2008/08/27	13:30	116.44
2008/08/27	14:30	116.80
2008/08/27	15:30	116.48
2008/08/27	16:00	116.62
2008/08/28	09:30	116.70
2008/08/28	10:30	116.78
2008/08/28	11:30	117.11
2008/08/28	12:30	117.57
2008/08/28	13:30	117.61
2008/08/28	14:30	118.12
2008/08/28	15:30	116.49
2008/08/28	16:00	116.36
2008/08/29	09:30	115.39
2008/08/29	10:30	115.16
2008/08/29	11:30	115.56
2008/08/29	12:30	115.20
2008/08/29	13:30	115.64
2008/08/29	14:30	116.34
2008/08/29	15:30	116.09
2008/08/29	16:00	116.03
2008/09/01	09:30	114.86
2008/09/01	10:30	114.05
2008/09/01	11:30	113.37
2008/09/01	12:30	112.63
2008/09/01	13:30	112.52
2008/09/01	14:30	111.59
2008/09/01	15:30	109.74
2008/09/01	16:00	109.55
2008/09/02	09:30	104.96
2008/09/02	10:30	105.94
2008/09/02	11:30	107.12
2008/09/02	12:30	106.64
2008/09/02	13:30	106.48
2008/09/02	14:30	106.50
2008/09/02	15:30	107.49
2008/09/02	16:00	107.66
2008/09/03	09:30	106.36
2008/09/03	10:30	106.77
2008/09/03	11:30	107.07
2008/09/03	12:30	107.07
2008/09/03	13:30	107.21
2008/09/03	14:30	107.05
2008/09/03	15:30	107.02
2008/09/03	16:00	106.67
2008/09/04	09:30	108.16
2008/09/04	10:30	108.92
2008/09/04	11:30	108.68
2008/09/04	12:30	108.26
2008/09/04	13:30	108.46
2008/09/04	14:30	107.83
2008/09/04	15:30	107.53
2008/09/04	16:00	106.61
2008/09/05	09:30	104.40
2008/09/05	10:30	104.83
2008/09/05	11:30	104.79
2008/09/05	12:30	105.33
2008/09/05	13:30	105.25
2008/09/05	14:30	105.72
2008/09/05	15:30	103.82
2008/09/05	16:00	104.28
2008/09/08	09:30	105.03
2008/09/08	10:30	105.02
2008/09/08	11:30	104.93
2008/09/08	12:30	105.13
2008/09/08	13:30	105.38
2008/09/08	14:30	105.34
2008/09/08	15:30	104.78
2008/09/08	16:00	104.84
2008/09/09	09:30	102.10
2008/09/09	10:30	102.03
2008/09/09	11:30	102.27
2008/09/09	12:30	102.15
2008/09/09	13:30	102.15
2008/09/09	14:30	101.92
2008/09/09	15:30	101.88
2008/09/09	16:00	101.49
2008/09/10	09:30	100.89
2008/09/10	10:30	101.00
2008/09/10	11:30	100.65
2008/09/10	12:30	101.54
2008/09/10	13:30	100.36
2008/09/10	14:30	100.90
2008/09/10	15:30	101.10
2008/09/10	16:00	99.36
2008/09/11	09:30	99.98
2008/09/11	10:30	99.98
2008/09/11	11:30	100.12
2008/09/11	12:30	100.29
2008/09/11	13:30	100.53
2008/09/11	14:30	101.16
2008/09/11	15:30	100.01
2008/09/11	16:00	99.42
2008/09/12	09:30	99.96
2008/09/12	10:30	100.46
2008/09/12	11:30	100.33
2008/09/12	12:30	100.35
2008/09/12	13:30	99.99
2008/09/12	14:30	100.20
2008/09/12	15:30	101.09
2008/09/12	16:00	100.27
2008/09/15	09:30	96.46
2008/09/15	10:30	96.78
2008/09/15	11:30	95.56
2008/09/15	12:30	94.02
2008/09/15	13:30	94.25
2008/09/15	14:30	94.08
2008/09/15	15:30	95.09
2008/09/15	16:00	94.71
2008/09/16	09:30	90.86
2008/09/16	10:30	91.31
2008/09/16	11:30	91.54
2008/09/16	12:30	90.10
2008/09/16	13:30	90.08
2008/09/16	14:30	89.89
2008/09/16	15:30	90.88
2008/09/16	16:00	91.24
2008/09/17	09:30	91.95
2008/09/17	10:30	91.65
2008/09/17	11:30	91.60
2008/09/17	12:30	92.15
2008/09/17	13:30	92.25
2008/09/17	14:30	91.71
2008/09/17	15:30	92.08
2008/09/17	16:00	91.42
2008/09/18	09:30	93.91
2008/09/18	10:30	94.15
2008/09/18	11:30	95.80
2008/09/18	12:30	96.50
2008/09/18	13:30	98.81
2008/09/18	14:30	96.67
2008/09/18	15:30	95.61
2008/09/18	16:00	94.62
2008/09/19	09:30	95.51
2008/09/19	10:30	96.58
2008/09/19	11:30	97.75
2008/09/19	12:30	97.27
2008/09/19	13:30	96.74
2008/09/19	14:30	99.71
2008/09/19	15:30	97.87
2008/09/19	16:00	97.45
2008/09/22	09:30	101.13
2008/09/22	10:30	101.98
2008/09/22	11:30	103.10
2008/09/22	12:30	102.82
2008/09/22	13:30	102.69
2008/09/22	14:30	102.55
2008/09/22	15:30	102.79
2008/09/22	16:00	102.75
2008/09/23	09:30	103.84
2008/09/23	10:30	103.09
2008/09/23	11:30	103.83
2008/09/23	12:30	103.90
2008/09/23	13:30	103.67
2008/09/23	14:30	105.39
2008/09/23	15:30	104.42
2008/09/23	16:00	104.37
2008/09/24	09:30	104.34
2008/09/24	10:30	104.20
2008/09/24	11:30	105.40
2008/09/24	12:30	105.45
2008/09/24	13:30	105.69
2008/09/24	14:30	105.37
2008/09/24	15:30	105.12
2008/09/24	16:00	104.45
2008/09/25	09:30	101.47
2008/09/25	10:30	101.15
2008/09/25	11:30	101.23
2008/09/25	12:30	100.85
2008/09/25	13:30	100.40
2008/09/25	14:30	101.15
2008/09/25	15:30	101.50
2008/09/25	16:00	101.52
2008/09/26	09:30	102.11
2008/09/26	10:30	101.72
2008/09/26	11:30	101.94
2008/09/26	12:30	102.45
2008/09/26	13:30	102.68
2008/09/26	14:30	101.80
2008/09/26	15:30	102.95
2008/09/26	16:00	102.53
2008/09/29	09:30	100.10
2008/09/29	10:30	99.90
2008/09/29	11:30	100.37
2008/09/29	12:30	99.75
2008/09/29	13:30	98.94
2008/09/29	14:30	98.73
2008/09/29	15:30	97.75
2008/09/29	16:00	97.98
2008/09/30	09:30	93.07
2008/09/30	10:30	95.46
2008/09/30	11:30	95.44
2008/09/30	12:30	96.34
2008/09/30	13:30	95.50
2008/09/30	14:30	96.10
2008/09/30	15:30	97.11
2008/09/30	16:00	96.23
2008/10/01	09:30	99.24
2008/10/01	10:30	99.28
2008/10/01	11:30	98.03
2008/10/01	12:30	97.78
2008/10/01	13:30	96.94
2008/10/01	14:30	95.86
2008/10/01	15:30	95.51
2008/10/01	16:00	93.30
2008/10/02	09:30	93.62
2008/10/02	10:30	94.13
2008/10/02	11:30	94.04
2008/10/02	12:30	93.98
2008/10/02	13:30	93.66
2008/10/02	14:30	93.12
2008/10/02	15:30	91.90
2008/10/02	16:00	91.33
2008/10/03	09:30	90.25
2008/10/03	10:30	91.34
2008/10/03	11:30	91.13
2008/10/03	12:30	91.29
2008/10/03	13:30	90.80
2008/10/03	14:30	89.13
2008/10/03	15:30	90.66
2008/10/03	16:00	92.32
2008/10/06	09:30	85.69
2008/10/06	10:30	86.79
2008/10/06	11:30	86.55
2008/10/06	12:30	86.19
2008/10/06	13:30	86.55
2008/10/06	14:30	87.55
2008/10/06	15:30	86.30
2008/10/06	16:00	86.40
2008/10/07	09:30	84.50
2008/10/07	10:30	85.26
2008/10/07	11:30	85.70
2008/10/07	12:30	85.93
2008/10/07	13:30	85.96
2008/10/07	14:30	85.97
2008/10/07	15:30	85.66
2008/10/07	16:00	85.74
2008/10/08	09:30	81.30
2008/10/08	10:30	82.18
2008/10/08	11:30	82.22
2008/10/08	12:30	83.71
2008/10/08	13:30	83.81
2008/10/08	14:30	83.49
2008/10/08	15:30	84.65
2008/10/08	16:00	82.89
2008/10/09	09:30	83.40
2008/10/09	10:30	84.46
2008/10/09	11:30	84.16
2008/10/09	12:30	84.50
2008/10/09	13:30	84.20
2008/10/09	14:30	84.33
2008/10/09	15:30	83.42
2008/10/09	16:00	82.90
2008/10/10	09:30	80.19
2008/10/10	10:30	78.86
2008/10/10	11:30	80.48
2008/10/10	12:30	80.50
2008/10/10	13:30	80.31
2008/10/10	14:30	77.19
2008/10/10	15:30	79.42
2008/10/10	16:00	78.02
2008/10/13	09:30	78.60
2008/10/13	10:30	79.46
2008/10/13	11:30	78.93
2008/10/13	12:30	78.64
2008/10/13	13:30	79.65
2008/10/13	14:30	79.58
2008/10/13	15:30	78.72
2008/10/13	16:00	78.60
2008/10/14	09:30	81.41
2008/10/14	10:30	81.40
2008/10/14	11:30	82.21
2008/10/14	12:30	82.10
2008/10/14	13:30	82.20
2008/10/14	14:30	81.09
2008/10/14	15:30	80.04
2008/10/14	16:00	78.59
2008/10/15	09:30	75.80
2008/10/15	10:30	76.18
2008/10/15	11:30	75.36
2008/10/15	12:30	74.28
2008/10/15	13:30	73.24
2008/10/15	14:30	73.33
2008/10/15	15:30	72.97
2008/10/15	16:00	72.12
2008/10/16	09:30	69.26
2008/10/16	10:30	69.63
2008/10/16	11:30	70.16
2008/10/16	12:30	70.47
2008/10/16	13:30	70.58
2008/10/16	14:30	71.07
2008/10/16	15:30	70.61
2008/10/16	16:00	70.14
2008/10/17	09:30	68.90
2008/10/17	10:30	68.27
2008/10/17	11:30	68.66
2008/10/17	12:30	68.56
2008/10/17	13:30	68.27
2008/10/17	14:30	68.47
2008/10/17	15:30	69.37
2008/10/17	16:00	69.25
2008/10/20	09:30	70.50
2008/10/20	10:30	70.94
2008/10/20	11:30	71.70
2008/10/20	12:30	71.54
2008/10/20	13:30	71.48
2008/10/20	14:30	71.30
2008/10/20	15:30	71.42
2008/10/20	16:00	70.65
2008/10/21	09:30	71.00
2008/10/21	10:30	71.79
2008/10/21	11:30	71.67
2008/10/21	12:30	70.83
2008/10/21	13:30	70.36
2008/10/21	14:30	69.69
2008/10/21	15:30	69.84
2008/10/21	16:00	68.80
2008/10/22	09:30	67.06
2008/10/22	10:30	67.29
2008/10/22	11:30	67.58
2008/10/22	12:30	67.62
2008/10/22	13:30	67.48
2008/10/22	14:30	67.02
2008/10/22	15:30	66.38
2008/10/22	16:00	66.12
2008/10/23	09:30	65.64
2008/10/23	10:30	65.53
2008/10/23	11:30	65.60
2008/10/23	12:30	65.92
2008/10/23	13:30	64.47
2008/10/23	14:30	65.63
2008/10/23	15:30	65.44
2008/10/23	16:00	66.94
2008/10/24	09:30	63.46
2008/10/24	10:30	62.52
2008/10/24	11:30	62.74
2008/10/24	12:30	61.52
2008/10/24	13:30	61.55
2008/10/24	14:30	61.14
2008/10/24	15:30	62.45
2008/10/24	16:00	62.54
2008/10/27	09:30	59.53
2008/10/27	10:30	60.46
2008/10/27	11:30	60.17
2008/10/27	12:30	60.35
2008/10/27	13:30	60.66
2008/10/27	14:30	60.81
2008/10/27	15:30	60.78
2008/10/27	16:00	60.98
2008/10/28	09:30	61.54
2008/10/28	10:30	61.59
2008/10/28	11:30	62.65
2008/10/28	12:30	62.74
2008/10/28	13:30	62.37
2008/10/28	14:30	61.60
2008/10/28	15:30	60.99
2008/10/28	16:00	61.49
2008/10/29	09:30	62.05
2008/10/29	10:30	62.94
2008/10/29	11:30	63.40
2008/10/29	12:30	63.79
2008/10/29	13:30	64.09
2008/10/29	14:30	64.50
2008/10/29	15:30	65.75
2008/10/29	16:00	66.51
2008/10/30	09:30	66.70
2008/10/30	10:30	65.77
2008/10/30	11:30	65.82
2008/10/30	12:30	66.44
2008/10/30	13:30	65.55
2008/10/30	14:30	63.40
2008/10/30	15:30	63.25
2008/10/30	16:00	62.23
2008/10/31	09:30	60.94
2008/10/31	10:30	60.85
2008/10/31	11:30	61.56
2008/10/31	12:30	61.55
2008/10/31	13:30	62.30
2008/10/31	14:30	62.77
2008/10/31	15:30	62.15
2008/10/31	16:00	61.63
2008/11/03	09:30	63.77
2008/11/03	10:30	64.13
2008/11/03	11:30	64.35
2008/11/03	12:30	64.25
2008/11/03	13:30	64.04
2008/11/03	14:30	62.75
2008/11/03	15:30	62.49
2008/11/03	16:00	62.95
2008/11/04	09:30	58.89
2008/11/04	10:30	59.94
2008/11/04	11:30	60.30
2008/11/04	12:30	60.95
2008/11/04	13:30	61.21
2008/11/04	14:30	62.73
2008/11/04	15:30	63.50
2008/11/04	16:00	64.14
2008/11/05	09:30	63.55
2008/11/05	10:30	63.98
2008/11/05	11:30	64.26
2008/11/05	12:30	65.12
2008/11/05	13:30	64.64
2008/11/05	14:30	64.37
2008/11/05	15:30	65.35
2008/11/05	16:00	64.29
2008/11/06	09:30	61.12
2008/11/06	10:30	61.28
2008/11/06	11:30	60.68
2008/11/06	12:30	60.74
2008/11/06	13:30	60.56
2008/11/06	14:30	60.24
2008/11/06	15:30	58.49
2008/11/06	16:00	58.20
2008/11/07	09:30	58.46
2008/11/07	10:30	58.80
2008/11/07	11:30	58.92
2008/11/07	12:30	59.10
2008/11/07	13:30	58.43
2008/11/07	14:30	58.33
2008/11/07	15:30	58.57
2008/11/07	16:00	57.74
2008/11/10	09:30	59.35
2008/11/10	10:30	60.07
2008/11/10	11:30	60.78
2008/11/10	12:30	60.73
2008/11/10	13:30	61.58
2008/11/10	14:30	60.95
2008/11/10	15:30	60.23
2008/11/10	16:00	58.19
2008/11/11	09:30	57.29
2008/11/11	10:30	57.25
2008/11/11	11:30	56.85
2008/11/11	12:30	56.50
2008/11/11	13:30	56.71
2008/11/11	14:30	57.29
2008/11/11	15:30	56.02
2008/11/11	16:00	55.42
2008/11/12	09:30	56.92
2008/11/12	10:30	57.08
2008/11/12	11:30	57.04
2008/11/12	12:30	57.36
2008/11/12	13:30	57.24
2008/11/12	14:30	56.27
2008/11/12	15:30	56.01
2008/11/12	16:00	55.86
2008/11/13	09:30	54.65
2008/11/13	10:30	54.33
2008/11/13	11:30	54.35
2008/11/13	12:30	55.07
2008/11/13	13:30	54.98
2008/11/13	14:30	55.05
2008/11/13	15:30	55.99
2008/11/13	16:00	55.32
2008/11/14	09:30	55.62
2008/11/14	10:30	55.54
2008/11/14	11:30	55.72
2008/11/14	12:30	55.88
2008/11/14	13:30	55.85
2008/11/14	14:30	54.57
2008/11/14	15:30	54.64
2008/11/14	16:00	54.27
2008/11/17	09:30	53.82
2008/11/17	10:30	53.40
2008/11/17	11:30	53.14
2008/11/17	12:30	53.01
2008/11/17	13:30	53.82
2008/11/17	14:30	54.17
2008/11/17	15:30	55.34
2008/11/17	16:00	54.88
2008/11/18	09:30	51.80
2008/11/18	10:30	51.80
2008/11/18	11:30	52.13
2008/11/18	12:30	51.91
2008/11/18	13:30	52.42
2008/11/18	14:30	52.60
2008/11/18	15:30	52.76
2008/11/18	16:00	51.47
2008/11/19	09:30	50.92
2008/11/19	10:30	51.24
2008/11/19	11:30	51.45
2008/11/19	12:30	51.51
2008/11/19	13:30	51.42
2008/11/19	14:30	52.43
2008/11/19	15:30	52.58
2008/11/19	16:00	51.59
2008/11/20	09:30	50.78
2008/11/20	10:30	50.38
2008/11/20	11:30	50.67
2008/11/20	12:30	50.48
2008/11/20	13:30	48.82
2008/11/20	14:30	49.33
2008/11/20	15:30	49.29
2008/11/20	16:00	49.06
2008/11/21	09:30	48.93
2008/11/21	10:30	49.20
2008/11/21	11:30	49.10
2008/11/21	12:30	49.40
2008/11/21	13:30	49.80
2008/11/21	14:30	49.38
2008/11/21	15:30	48.60
2008/11/21	16:00	48.27
2008/11/24	09:30	48.98
2008/11/24	10:30	49.15
2008/11/24	11:30	50.75
2008/11/24	12:30	50.77
2008/11/24	13:30	50.00
2008/11/24	14:30	50.52
2008/11/24	15:30	51.18
2008/11/24	16:00	52.56
2008/11/25	09:30	51.98
2008/11/25	10:30	52.13
2008/11/25	11:30	52.07
2008/11/25	12:30	52.56
2008/11/25	13:30	52.30
2008/11/25	14:30	52.69
2008/11/25	15:30	52.26
2008/11/25	16:00	51.37
2008/11/26	09:30	50.94
2008/11/26	10:30	51.57
2008/11/26	11:30	51.60
2008/11/26	12:30	51.78
2008/11/26	13:30	51.81
2008/11/26	14:30	52.24
2008/11/26	15:30	52.24
